model,run_name,train_dataset,params,val_miou,test_miou,val_boundary_iou,test_boundary_iou,val_boundary_f1,test_boundary_f1
tcbm_unet,tcbm_unet_combined_20260614_002528,combined,7731651,0.3093601447927208,0.330549685894825,0.3104038740856372,0.20723502714420688,0.4737529859673656,0.34332176002950293
tcbm_unet,tcbm_unet_combined_20260614_061408,combined,7731651,0.30481801841680595,0.31171858069956343,0.31246688137583095,0.20904619330319696,0.4761520245726561,0.34580348453365284
